País,Total,Aérea,Marítima,Região,Continente,Ano,viagens_country,indicators_country,CountryID,Country,Year,AMA exchange rate,IMF based exchange rate,Population,Currency,Per capita GNI,"Agric, hunt, forest, fish (ISIC A-B)",Changes in inventories,Construction (ISIC F),Exports of goods and services,Final consumption expenditure,General gov final consumption expenditure,Gross capital formation,Gross fixed capital formation,Household consumption,Imports of goods and services,Manufacturing (ISIC D),"Mining, Manufacturing, Utilities (ISIC C-E)",Other Activities (ISIC J-P),Total Value Added,"Transport, storage and comms (ISIC I)","Wholesale, retail, restaurants, hotels",GNI (USD),Gross Domestic Product (GDP),travels_per_capita,travels_per_1000_people
Nigeria,347,347,0,África,África,2018,Nigeria,Nigeria,566.0,Nigeria,2018,306.0836882,306.0836882,198387623.0,Naira,1940.0,89424223019.0,3354461552.0,19703957550.0,65356161607.0,347000000000.0,23635547602.0,83562078329.0,80207616777.0,323000000000.0,73850183279.0,40693119164.0,88822898817.0,94014032780.0,417000000000.0,50013347943.0,75347922433.0,385000000000.0,422000000000.0,1.7491010515308205e-06,0.0017491010515308205
Quenia,186,175,11,África,África,2018,Quenia,Kenya,404.0,Kenya,2018,101.301574,101.301574,49953304.0,Kenyan Shilling,1818.0,18730949174.0,256315562.0,5386430370.0,11564075001.0,82477038320.0,11385859606.0,17865236171.0,17608920609.0,71091178714.0,20167353214.0,7752779082.0,10576800734.0,30334873001.0,86345312443.0,12797268727.0,8518990437.0,90812280273.0,92202979941.0,3.7234774300414645e-06,0.0037234774300414645
Tunisia,706,706,0,África,África,2018,Tunisia,Tunisia,788.0,Tunisia,2018,2.646866667,2.646866667,11933041.0,Tunisian Dinar,3490.0,4221066418.0,1435433091.0,2005918948.0,19416278367.0,38390864670.0,7849205350.0,9802344911.0,8366911820.0,30541659320.0,24922978112.0,6196760950.0,8104903912.0,15242399819.0,39712918419.0,3616804775.0,6521824547.0,41650275744.0,42686509836.0,5.916346051270586e-05,0.05916346051270586
Outros,1142,1111,31,África,África,2018,Outros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2841,2833,8,Am Central e Caribe,América,2018,Costa Rica,Costa Rica,188.0,Costa Rica,2018,576.9725012,576.9725012,5040734.0,Costa Rican Colon,11713.0,2798813045.0,104237809.0,2885184910.0,21059634083.0,50621792452.0,10109403813.0,11466497269.0,11362259460.0,40512388639.0,20727758840.0,7443186857.0,9323040380.0,29438934976.0,57871346772.0,5570561374.0,7854812087.0,59042419819.0,62420164965.0,0.0005636083951265828,0.5636083951265828
Cuba,615,612,3,Am Central e Caribe,América,2018,Cuba,Cuba,192.0,Cuba,2018,1.0,1.0,11328244.0,Cuban Peso,8702.0,3784265500.0,587000000.0,10040163100.0,14530000000.0,86047000000.0,30060000000.0,12040000000.0,11453000000.0,55987000000.0,12567000000.0,12819319100.0,14850191295.0,36476583400.0,98924167239.0,9004403200.0,24768560744.0,98575036096.0,100000000000.0,5.428908487493737e-05,0.05428908487493737
El Salvador,877,875,2,Am Central e Caribe,América,2018,El Salvador,El Salvador,222.0,El Salvador,2018,1.0,1.0,6276342.0,US Dollar,3912.0,1335591839.0,312802140.0,1428171763.0,7528966088.0,25863000133.0,4191869170.0,4780428753.0,4467626612.0,21671130963.0,12151541237.0,4082111778.0,5096692034.0,9874199094.0,23501946515.0,1985836164.0,3781455621.0,24550760684.0,26020853736.0,0.000139731072653466,0.139731072653466
Guatemala,1719,1707,12,Am Central e Caribe,América,2018,Guatemala,Guatemala,320.0,Guatemala,2018,7.519164583,7.519164583,16850176.0,Quetzal,4263.0,6918903891.0,69316078.0,3472538209.0,13323270966.0,71042435317.0,8154304333.0,10112292817.0,10042976739.0,62888130984.0,21149629171.0,10232443403.0,12239115396.0,24701273825.0,68870724817.0,5167671401.0,16371222094.0,71825948531.0,73328369928.0,0.00010201673857887301,0.10201673857887301
Haiti,253,252,1,Am Central e Caribe,América,2018,Haiti,Haiti,332.0,Haiti,2018,68.03175398,68.03175398,11012421.0,Gourde,1433.0,2950503083.0,,824933284.0,1700455938.0,16917291304.0,1303391355.0,2531744221.0,2531744221.0,15613899949.0,5419248783.0,2632617296.0,2982440126.0,3952072446.0,15195066859.0,753030674.0,3732087245.0,15778454073.0,15730389669.0,2.297405811129088e-05,0.022974058111290878
Honduras,632,624,8,Am Central e Caribe,América,2018,Honduras,Honduras,340.0,Honduras,2018,23.90272829,23.90272829,9792850.0,Lempira,2264.0,2794304449.0,439154889.0,1449612763.0,9977229255.0,22640407127.0,3240061095.0,6395295053.0,5956140163.0,19400346033.0,14945197704.0,4065694878.0,4950593863.0,8013432511.0,22994697228.0,1626073791.0,4160700770.0,22173242883.0,24067754650.0,6.453688150027827e-05,0.06453688150027827
Nicaragua,289,281,8,Am Central e Caribe,América,2018,Nicaragua,Nicaragua,558.0,Nicaragua,2018,31.55321233,31.55321233,6572233.0,Cordoba Oro,1883.0,1995752015.0,220068132.0,687758005.0,5506692240.0,11117786456.0,1928073010.0,3135771842.0,2915703711.0,9189713446.0,6735028702.0,1803439033.0,2567984565.0,4076173603.0,11895888564.0,660929552.0,1907290824.0,12376100329.0,13025221836.0,4.3972878015736815e-05,0.043972878015736815
Panama,2466,2457,9,Am Central e Caribe,América,2018,Panama,Panama,591.0,Panama,2018,1.0,1.0,4165255.0,Balboa,14320.0,1459913375.0,1846004025.0,12980991199.0,27783920111.0,40858489601.0,7495982678.0,26933383316.0,25087379291.0,33362506923.0,30646383816.0,3816054533.0,6160656175.0,20176144819.0,62728625620.0,7394306909.0,14556613141.0,59646688512.0,64929409212.0,0.0005920405833496388,0.5920405833496388
Republica Dominicana,1068,1056,12,Am Central e Caribe,América,2018,Republica Dominicana,Dominican Republic,214.0,Dominican Republic,2018,49.50999286,49.50999286,10765531.0,Dominican Peso,7604.0,4404205686.0,12588400.0,9738611375.0,20149518994.0,67723450703.0,9291193039.0,22069586957.0,22056998557.0,58432257664.0,24387166266.0,12093711568.0,14910995791.0,26939071207.0,79212425267.0,7846322479.0,15373218729.0,81863689854.0,85555390387.0,9.920551062460366e-05,0.09920551062460366
Trinidad e Tobago,283,281,2,Am Central e Caribe,América,2018,Trinidad e Tobago,Trinidad and Tobago,780.0,Trinidad and Tobago,2018,6.77070324,6.77070324,1504709.0,Trinidad and Tobago Dollar,15689.0,249793676.0,,1334168492.0,11813665939.0,17985524980.0,3526088565.0,3859587230.0,3859587230.0,14459436415.0,9336247910.0,4377981759.0,8451141679.0,6435643376.0,23956624002.0,1430419578.0,6055457201.0,23607784641.0,24322530239.0,0.00018807623268020593,0.18807623268020593
Outros,498,473,25,Am Central e Caribe,América,2018,Outros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,10755,10145,610,América do Norte,América,2018,Canada,Canada,124.0,Canada,2018,1.295755074,1.295755074,37035254.0,Canadian Dollar,45709.0,29329616959.0,11022916509.0,121000000000.0,557000000000.0,1350000000000.0,357000000000.0,399000000000.0,388000000000.0,998000000000.0,590000000000.0,170000000000.0,298000000000.0,831000000000.0,1610000000000.0,125000000000.0,203000000000.0,1690000000000.0,1720000000000.0,0.0002903989803877138,0.29039898038771383
Estados Unidos,119864,117738,2126,América do Norte,América,2018,Estados Unidos,United States,840.0,United States,2018,1.0,1.0,332140037.0,US Dollar,63038.0,174000000000.0,59089000000.0,847000000000.0,2540000000000.0,16800000000000.0,2870000000000.0,4350000000000.0,4300000000000.0,13900000000000.0,3130000000000.0,2340000000000.0,3030000000000.0,11400000000000.0,20500000000000.0,2130000000000.0,2980000000000.0,20900000000000.0,20500000000000.0,0.0003608839243912049,0.3608839243912049
Mexico,11370,11214,156,América do Norte,América,2018,Mexico,Mexico,484.0,Mexico,2018,19.24434167,19.24434167,124013861.0,Mexican Peso,9590.0,41363763894.0,8505921732.0,91728421921.0,480000000000.0,933000000000.0,141000000000.0,278000000000.0,269000000000.0,792000000000.0,505000000000.0,214000000000.0,330000000000.0,340000000000.0,1150000000000.0,94991914437.0,257000000000.0,1190000000000.0,1220000000000.0,9.1683299820816e-05,0.091683299820816
Argentina,451112,417605,33507,América do Sul,América,2018,Argentina,Argentina,32.0,Argentina,2018,28.09499167,28.09499167,44413596.0,Argentine Peso,11395.0,27415962028.0,7152431972.0,20800773054.0,75766599513.0,448000000000.0,82948294865.0,87192974491.0,80040542518.0,365000000000.0,85681310490.0,66133579490.0,98558442515.0,178000000000.0,436000000000.0,30204498798.0,80941811091.0,506000000000.0,525000000000.0,0.010157069920661232,10.157069920661232
Bolivia,1454,1415,39,América do Sul,América,2018,Bolivia,Bolivia (Plurinational State of),68.0,Bolivia (Plurinational State of),2018,6.91,6.91,11606905.0,Boliviano,3389.0,4625797182.0,173342978.0,1150904468.0,10470274257.0,34057574889.0,7060670022.0,8297786012.0,8124443033.0,26996904866.0,12537987227.0,4167012460.0,9423229091.0,12284508357.0,34978787163.0,3712947281.0,3781400784.0,39336866531.0,40287647931.0,0.0001252702593843923,0.1252702593843923
Chile,154445,153905,540,América do Sul,América,2018,Chile,Chile,152.0,Chile,2018,641.2768131,641.2768131,18701450.0,Chilean Peso,15148.0,11601749642.0,3406836701.0,19106276135.0,84275553045.0,227000000000.0,43886416584.0,71496534083.0,68089697382.0,183000000000.0,87580993902.0,28371101751.0,63197399360.0,113000000000.0,265000000000.0,24994172883.0,33573070508.0,283000000000.0,295000000000.0,0.008258450547952163,8.258450547952163
Colombia,36371,36271,100,América do Sul,América,2018,Colombia,Colombia,170.0,Colombia,2018,2955.70397,2955.70397,49276961.0,Colombian Peso,6614.0,20806210847.0,-116723462.0,22028593073.0,53136579845.0,279000000000.0,51538314238.0,70834901643.0,70951625105.0,228000000000.0,68961912989.0,37269293921.0,67855577567.0,124000000000.0,303000000000.0,26081773000.0,42279606236.0,326000000000.0,334000000000.0,0.000738093406368952,0.738093406368952
Equador,7043,7000,43,América do Sul,América,2018,Equador,Ecuador,218.0,Ecuador,2018,1.0,1.0,17015672.0,US Dollar,6148.0,9626014000.0,1252749000.0,12125116000.0,24314052000.0,80031510000.0,15829210000.0,28770433000.0,27517684000.0,64202300000.0,25553987000.0,15000385000.0,22878385000.0,35342646000.0,99955953000.0,7505941000.0,12477851000.0,105000000000.0,108000000000.0,0.0004139125389817105,0.4139125389817105
Guiana,87,87,0,América do Sul,América,2018,Guiana,Guyana,328.0,Guyana,2018,207.7166667,207.7166667,785514.0,Guyana Dollar,6538.0,935298082.0,,380054241.0,2193321245.0,4083922339.0,905921388.0,1415427808.0,1415427808.0,3178000951.0,2916164948.0,223503972.0,877163267.0,1522837696.0,4392636059.0,295656102.0,381626671.0,5135302897.0,4787637006.0,0.0001107555053124451,0.1107555053124451
Guiana Francesa,0,0,0,América do Sul,América,2018,Guiana Francesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguai,5047,4962,85,América do Sul,América,2018,Paraguai,Paraguay,600.0,Paraguay,2018,5732.104556,5732.104556,6443328.0,Guarani,6035.0,4002513872.0,1139692400.0,2407860824.0,14861384710.0,30513432597.0,4634065855.0,9164195888.0,8024503488.0,25879366742.0,14313564451.0,7639918214.0,11090261273.0,11513318600.0,37162543372.0,2762162282.0,5386426521.0,38886879756.0,40225448569.0,0.0007832908708046525,0.7832908708046525
Peru,24258,24182,76,América do Sul,América,2018,Peru,Peru,604.0,Peru,2018,3.286602698,3.286602698,32203944.0,Nuevo Sol,6571.0,15327681691.0,863505650.0,15106176366.0,56077054921.0,171000000000.0,29109998619.0,47438042966.0,46574537315.0,142000000000.0,52175153420.0,29313856542.0,55288094332.0,67896859007.0,205000000000.0,18134531453.0,33143038575.0,212000000000.0,223000000000.0,0.0007532617743963286,0.7532617743963286
Suriname,25,25,0,América do Sul,América,2018,Suriname,Suriname,740.0,Suriname,2018,7.462511198,7.462511198,593715.0,Surinam Dollar,6073.0,400917321.0,,277298344.0,2209710453.0,2150323875.0,411870873.0,1471861912.0,1471861912.0,1738453003.0,2060465250.0,852119994.0,1191793990.0,852860362.0,3901309790.0,277844273.0,900595499.0,3605453886.0,3771430990.0,4.2107745298670234e-05,0.042107745298670236
Uruguai,34806,32630,2176,América do Sul,América,2018,Uruguai,Uruguay,858.0,Uruguay,2018,30.72525833,30.72525833,3427042.0,Peso Uruguayo,17940.0,3807371773.0,-24187196.0,2799702058.0,17029694076.0,51663232073.0,10854668098.0,9647090448.0,9671277645.0,40808563975.0,13824890839.0,6994038859.0,8910043039.0,28074021897.0,57076880551.0,5575336745.0,7910405039.0,61480593143.0,64515125759.0,0.010156280547480889,10.15628054748089
Venezuela,5477,5450,27,América do Sul,América,2018,Venezuela,Venezuela (Bolivarian Republic of),862.0,Venezuela (Bolivarian Republic of),2018,1.34e-05,2.24e-05,29825653.0,Bolivar Digital,5790.0,4389259517.0,-68081891066.0,2093400205.0,146000000000.0,162000000000.0,17982471736.0,-43970464053.0,24111427013.0,144000000000.0,59551653984.0,22814460800.0,102000000000.0,27190542505.0,197000000000.0,15067854268.0,45952601598.0,173000000000.0,204000000000.0,0.0001836338671277373,0.1836338671277373
Arabia Saudita,401,401,0,Ásia,Ásia,2018,Arabia Saudita,Saudi Arabia,682.0,Saudi Arabia,2018,3.75,3.75,35018133.0,Saudi Riyal,23539.0,17464867479.0,42883123519.0,38895275375.0,315000000000.0,496000000000.0,196000000000.0,215000000000.0,172000000000.0,300000000000.0,210000000000.0,99128074072.0,371000000000.0,256000000000.0,799000000000.0,44271797822.0,72368695512.0,824000000000.0,817000000000.0,1.1451210148753504e-05,0.011451210148753504
Bangladesh,209,209,0,Ásia,Ásia,2018,Bangladesh,Bangladesh,50.0,Bangladesh,2018,83.46620192,83.46620192,163683958.0,Taka,2009.0,39462703757.0,,25841945009.0,40078390093.0,233000000000.0,18843219937.0,101000000000.0,101000000000.0,214000000000.0,62734698354.0,65778026002.0,75289516663.0,85307433096.0,302000000000.0,27228650342.0,48381438001.0,329000000000.0,316000000000.0,1.276850844479213e-06,0.0012768508444792129
China,8252,8198,54,Ásia,Ásia,2018,China,China,156.0,China,2018,6.615957177,6.615957177,1417069468.0,Yuan Renminbi,9762.0,1020000000000.0,132000000000.0,990000000000.0,2660000000000.0,7650000000000.0,2300000000000.0,6090000000000.0,5950000000000.0,5350000000000.0,2550000000000.0,3870000000000.0,4550000000000.0,4700000000000.0,13900000000000.0,1040000000000.0,1590000000000.0,13800000000000.0,13900000000000.0,5.823285439666251e-06,0.0058232854396662505
"China, Hong Kong",1044,1038,6,Ásia,Ásia,2018,"China, Hong Kong","China, Hong Kong SAR",344.0,"China, Hong Kong SAR",2018,7.8385,7.8385,7481555.0,Hong Kong Dollar,50649.0,224787906.0,1429355106.0,15369394655.0,681000000000.0,283000000000.0,35902277221.0,79561523251.0,78132168144.0,247000000000.0,682000000000.0,3517382152.0,8066721949.0,204000000000.0,345000000000.0,31879696370.0,85045353065.0,379000000000.0,362000000000.0,0.00013954318320188785,0.13954318320188785
Cingapura,1333,1320,13,Ásia,Ásia,2018,Cingapura,Singapore,702.0,Singapore,2018,1.348841667,1.348841667,5814537.0,Singapore Dollar,56955.0,113578935.0,8828093240.0,13226682153.0,666000000000.0,167000000000.0,37598705062.0,93463675623.0,84635582382.0,130000000000.0,557000000000.0,78173074428.0,82481511915.0,150000000000.0,357000000000.0,37614496389.0,73468222734.0,331000000000.0,377000000000.0,0.0002292529912527859,0.2292529912527859
Filipinas,1227,1173,54,Ásia,Ásia,2018,Filipinas,Philippines,608.0,Philippines,2018,52.66142995,52.66142995,108568836.0,Philippine Peso,3535.0,33470729870.0,-511641728.0,26088190522.0,105000000000.0,293000000000.0,41769419256.0,94169593771.0,94681235498.0,252000000000.0,145000000000.0,66240722747.0,79919665592.0,115000000000.0,347000000000.0,23048442873.0,69132071810.0,384000000000.0,347000000000.0,1.1301585659442826e-05,0.011301585659442826
India,3764,3678,86,Ásia,Ásia,2018,India,India,356.0,India,2018,68.39784018,68.39784018,1369003306.0,Indian Rupee,1997.0,443000000000.0,46526978330.0,198000000000.0,551000000000.0,1940000000000.0,299000000000.0,894000000000.0,847000000000.0,1640000000000.0,655000000000.0,411000000000.0,532000000000.0,870000000000.0,2510000000000.0,170000000000.0,298000000000.0,2730000000000.0,2760000000000.0,2.7494455152177696e-06,0.0027494455152177696
Indonesia,526,486,40,Ásia,Ásia,2018,Indonesia,Indonesia,360.0,Indonesia,2018,14236.93877,14236.93877,267066843.0,Rupiah,3786.0,133000000000.0,23785561319.0,110000000000.0,219000000000.0,688000000000.0,94025731017.0,360000000000.0,337000000000.0,594000000000.0,230000000000.0,207000000000.0,304000000000.0,192000000000.0,1000000000000.0,95295415790.0,165000000000.0,1010000000000.0,1040000000000.0,1.9695443810671772e-06,0.001969544381067177
Ira,313,313,0,Ásia,Ásia,2018,Ira,Iran (Islamic Republic of),364.0,Iran (Islamic Republic of),2018,40864.32901,40864.32901,85617562.0,Iranian Rial,6177.0,59052943433.0,49672414352.0,25107138933.0,159000000000.0,338000000000.0,83202124600.0,166000000000.0,116000000000.0,254000000000.0,148000000000.0,79593936133.0,169000000000.0,151000000000.0,509000000000.0,43702856436.0,60728092399.0,529000000000.0,526000000000.0,3.6557920208005923e-06,0.0036557920208005923
Israel,11107,10989,118,Ásia,Ásia,2018,Israel,Israel,376.0,Israel,2018,3.590558127,3.590558127,8456483.0,New Israeli Sheqel,44152.0,4450252994.0,2179008255.0,21581088445.0,112000000000.0,289000000000.0,85020301555.0,81852557935.0,79673549679.0,204000000000.0,109000000000.0,42916091167.0,48871839202.0,180000000000.0,338000000000.0,42811319125.0,39733209543.0,373000000000.0,374000000000.0,0.0013134301813176943,1.3134301813176943
Japao,4655,4641,14,Ásia,Ásia,2018,Japao,Japan,392.0,Japan,2018,110.4231793,110.4231793,126255866.0,Yen,41429.0,52615764504.0,18854736953.0,270000000000.0,923000000000.0,3750000000000.0,986000000000.0,1290000000000.0,1270000000000.0,2760000000000.0,922000000000.0,1040000000000.0,1190000000000.0,2220000000000.0,5010000000000.0,514000000000.0,769000000000.0,5230000000000.0,5040000000000.0,3.6869574044187384e-05,0.036869574044187385
Libano,557,557,0,Ásia,Ásia,2018,Libano,Lebanon,422.0,Lebanon,2018,1507.5,1507.5,5950839.0,Lebanese Pound,9039.0,1774360706.0,387316906.0,1947404290.0,11394547409.0,57240961599.0,8420165288.0,12345761382.0,11958444475.0,48820796311.0,26079751235.0,4087445704.0,5632081144.0,30828351973.0,51622967976.0,2712124614.0,8728645249.0,53788957813.0,54901519156.0,9.360024695677366e-05,0.09360024695677366
Malasia,1367,1358,9,Ásia,Ásia,2018,Malasia,Malaysia,458.0,Malaysia,2018,4.035130137,4.035130137,32399271.0,Malaysian Ringgit,10729.0,26952538408.0,-1087449438.0,17359442601.0,246000000000.0,249000000000.0,42945083334.0,85741224755.0,86828674194.0,206000000000.0,222000000000.0,77240555921.0,120000000000.0,85881740670.0,354000000000.0,32976879426.0,71267385247.0,348000000000.0,359000000000.0,4.219230735160677e-05,0.04219230735160677
Paquistao,386,386,0,Ásia,Ásia,2018,Paquistao,Pakistan,586.0,Pakistan,2018,121.8240689,121.8240689,219731479.0,Pakistan Rupee,1522.0,69650259413.0,5147069588.0,10578615637.0,27606949850.0,300000000000.0,35365601192.0,54907300443.0,49760230855.0,265000000000.0,61263824045.0,37325079042.0,49220848190.0,77638196518.0,300000000000.0,33658906962.0,58981842146.0,334000000000.0,322000000000.0,1.7566895820147826e-06,0.0017566895820147826
Republica da Coreia,2918,2909,9,Ásia,Ásia,2018,Republica da Coreia,Republic of Korea,410.0,Republic of Korea,2018,1100.5575,1100.5575,51676900.0,Won,33510.0,30121188579.0,19172283138.0,93882509546.0,719000000000.0,1110000000000.0,277000000000.0,543000000000.0,524000000000.0,828000000000.0,643000000000.0,459000000000.0,493000000000.0,672000000000.0,1580000000000.0,125000000000.0,164000000000.0,1730000000000.0,1720000000000.0,5.646623539724712e-05,0.05646623539724712
Siria,117,117,0,Ásia,Ásia,2018,Siria,Syrian Arab Republic,760.0,Syrian Arab Republic,2018,434.0,434.0,19333463.0,Syrian Pound,1325.0,4551833464.0,2069102962.0,748920945.0,7125564488.0,15859569089.0,2665090660.0,6299461171.0,4230358208.0,13194478429.0,7192044056.0,1034209742.0,5905026616.0,3825147027.0,22092547752.0,2093546999.0,4968072701.0,25626064516.0,22092550691.0,6.0516835499155015e-06,0.0060516835499155016
Tailandia,898,892,6,Ásia,Ásia,2018,Tailandia,Thailand,764.0,Thailand,2018,32.31022574,32.31022574,71127802.0,Baht,6779.0,41563033656.0,12331173517.0,12694340277.0,329000000000.0,330000000000.0,81962287143.0,128000000000.0,115000000000.0,248000000000.0,284000000000.0,135000000000.0,163000000000.0,139000000000.0,507000000000.0,41577023035.0,108000000000.0,482000000000.0,507000000000.0,1.262516167728619e-05,0.01262516167728619
